2013-01-01	most read on Bloomberg, 2012: Pandit out at $C ~ traders leaving the Street for HFs ~ $FB flop ~ $JPM and the whale
2013-01-01	$JPM : The fiscal cliff deal will probably ensure that the U.S. avoids recession but it will also help cut GDP gro http://investorshub.advfn.com/boards/read_msg.aspx?message_id=82953220…
2013-01-01	$JPM : Jestiron, it's also a very good reminder for folks not to go out and blab confidential information to stranger http://investorshub.advfn.com/boards/read_msg.aspx?message_id=82958639…
2013-01-01	Published $JPM estimate on Estimize: +0.27 EPS and +1.26B Revs compared to Wall Street's consensus. http://stmz.it/YLSZPM
2013-01-01	$JPM JP Morgan Breakout of EBV-3 or "Coming out of the Blue". Blogged here: http://modelprice.wordpress.com/2012/12/19/jp-morgan-goldman-sachs-coming-out-of-the-blue-again-and-again/… Chart here:
2013-01-01	Financial Stocks | $JPM News: JPMorgan (JPM): Good For Another 7% http://bit.ly/TE7vct
2013-01-01	2013: Investors Should Expect More Pain From Wall Street, Not Less http://seekingalpha.com/a/ncfl $JPM $FB $GS
2013-01-01	Tomorrow's ex-dividend dates $CFS $JPM $TD $ITUB $AXP and 22 more http://dividata.com/dividates $$
2013-01-01	$JPM - JPMorgan Chase Stock Analysis - market watch stock game - http://dojispace.com/stock-picks/jpmorgan-chase-stock-price-JPM.aspx…
2013-01-01	$JPM News: JPMorgan (JPM): Good For Another 7% http://bit.ly/TEfupV http://bigticks.com
2013-01-01	Top Dow #Stocks Trend $CAT $AXP $GE $HPQ $BAC $AA $JPM $MMM $HD $UTX $DIS $XOM $T $DD $INTC $CVX $WMT $VZ $IBM @ http://12Stocks.com/dow
2013-01-01	$JPM : I'm fairly sure it is JPM as they have been reducing quite a few small cap resources of late. I read somewhere http://bit.ly/12VTdZN
2013-01-01	$ERF $CLI $BMY are the best yielding ex-dividend stocks for tomorrow + http://stks.co/jI6h + I like $SYY $MON and $JPM from the list
2013-01-01	$JPM not thebest bank, but holding in there , good volume - http://stks.co/dHEp
2013-01-01	$JPM : So....I went out with a few friends last night to a local bar for the New Year and met an attractive spicy you http://investorshub.advfn.com/boards/read_msg.aspx?message_id=82957643…
2013-01-01	RT @DozenStocks: Top Dow #Stocks Trend $CAT $AXP $GE $HPQ $BAC $AA $JPM $MMM $HD $UTX $DIS $XOM $T $DD $INTC $CVX $WMT $VZ $IBM @ ht...
2013-01-01	JPMorgan Top 10 Macro Questions for 2013 http://stks.co/gIBq $JPM $C $SPY $BAC
2013-01-01	#Thanks QT @EarningsReports: Who is going to beat the street on #earnings $DD $XOM $VZ $JPM $KFT http://goo.gl/GpwEO
2013-01-01	all of these riggers will eventually FAIL." @CMEGroup $JPM-> SLV
2013-01-01	JPMorgan’s Top Five Energy Picks for 2013 http://invs.to/VqkcXJ via @InvestorPlace $OXY $DNR $NE $MRO $TSO $JPM #ENERGY
2013-01-02	Striking the extent to which $C and $BAC are outperforming $JPM
2013-01-02	Michael Feroli, chief US economist at $JPM, estimates the fiscal cliff deal will subtract 1% from GDP.
2013-01-02	Taking some $JPM calls off here +31%
2013-01-02	Potential JPMorgan $JPM Trade Has $42.46 Breakeven ( http://tinyurl.com/bkhcprj )
2013-01-02	We still don't have a close below $SPY 145 yet so don't get crazy short, but $JPM and $BAC look good to short a bit.
2013-01-02	Baby, baby @justinbieber is pitching prepaid debit cards, but find out why he’s up against the big dogs: $JPM & $AXP. http://bloom.bg/ZbkFCz
2013-01-02	3 Banks Offering 20% Gains in 2013 - $BAC, $C, $JPM, $WFC - Foolish Blogging Network: http://beta.fool.com/rsaintvilus/2013/01/02/3-banks-offering-20-gains-in-2013/20297/#.UORmF0k-K0E.twitter… via @themotleyfool
2013-01-02	Financial Sector Leadership w/ levels http://stks.co/cHCS @seeitmarket $XLF $SPY $BAC $C $JPM
2013-01-02	J.P. Morgan $JPM Could Unlock Value Through Asset Sales http://streetinsider.com/r/7977064
2013-01-02	Banking Lobby Faces 'Serious Problems' in Washington: Barney Frank - http://thestreet.com/story/11801916/1/banking-lobby-faces-serious-problems-in-washington-barney-frank.html… @dan_freed $JPM $BAC $C $WFC $GS #StockAction
2013-01-02	#JPMorgan Chase & Co. : Al Jazeera Nears Purchase of Cable Channel Current TV -NYT http://4-traders.com/JPMORGAN-CHASE-CO-4831/news/JPMorgan-Chase-Co-Al-Jazeera-Nears-Purchase-of-Cable-Channel-Current-TV-NYT-15733370/… $JPM
2013-01-02	$jpm closed>10sma on Monday(u know my rules)...large cup n handle....still bullish http://stks.co/cHDp
2013-01-02	Finally some specifics!! Mike Mayo names units $JPM, $C and $BAC can divest to increase valuations http://bloom.bg/ZbyWzi via @BloombergNews
2013-01-02	Exited: EXIT long 230 share of $JPM at $44.67000 for a gain of 2.8%!... http://mkfy.co/ZUmR2F
2013-01-02	Though the fiscal cliff is over, lots of other problems to watch for. I recommend $aapl and $jpm as a hedge.
2013-01-02	$JPM : I think that this is an opportunity to deliver myself once again of my rant against the theory of rampant mani http://investorshub.advfn.com/boards/read_msg.aspx?message_id=82995756…
2013-01-02	that's pre spending cuts “@reinman_mt: Michael Feroli, chief US economist at $JPM, estimates fiscal cliff deal will subtract 1% from GDP.”
2013-01-02	I have a feeling financials are gonna kill it this year $gs $jpm $bac
2013-01-02	An Early Stage Investor’s $JPM Reflections: Themes, Notes, and Quotes I thought this write up by Bruc http://investorshub.advfn.com/boards/read_msg.aspx?message_id=82993276…
2013-01-02	2013: Wow, Bruce goes out on a limb predicting http://brucekrasting.com/2013-2/ amused that he does not sse upside for $FB $JPM or $BAC 2014 > #Grexit
2013-01-02	New Post: "Financial Sector Leadership" w/ levels http://stks.co/cHCS via @seeitmarket $XLF $SPY $BAC $C $JPM
2013-01-02	BLOCK TRADE detected in $JPM
2013-01-02	December 2012 Trading Results http://stks.co/cHEO $SPY $AAPL $SBUX $X $JPM $CLF $GS $FXE
2013-01-02	@Dirty_Alfred @cr3dit do do I, mostly, though I consider $appl $jpm and $chk indices in their own way
2013-01-02	Financials roaring $JPM up 2.75% $BAC is over $12 and $FAS is up 6.77%
2013-01-02	A few bank stocks are looking like they want to fill those gaps from this morning. $MS $JPM $BAC
2013-01-02	&#34;Time is running out&#34; for bank managements to prove their low stock valuations ar... http://seekingalpha.com/n/fwbx $BAC $C $JPM $XLF
2013-01-02	$JPM : The idea of manipulation of precious metals prices has been around since, I suppose, precious metals gurus sta http://investorshub.advfn.com/boards/read_msg.aspx?message_id=82998032…
2013-01-02	$JPM News: J P Morgan Chase & Co (JPM) Ex-Dividend Date Scheduled for January 02, 2013 http://bit.ly/TGym7O #ampamp #2013 #Chase
2013-01-02	Will the Fiscal Cliff Enhance the January Effect? http://wll.st/UkzFrw $DIA $SPY $QQQ $AAPL $BAC $INTC $JPM $MCD $MSFT $DIS $HPQ $ITW
2013-01-02	thinking the banks are immediate term overbought. possibly short $JPM or $BAC for a swing trade
2013-01-02	"Time is running out" for bank managements to prove their low stock valuations ar... http://seekingalpha.com/n/fwbx $BAC $C $JPM $XLF
2013-01-02	Financial Stocks | $JPM News: JPMORGAN CHASE & CO. : JPMorgan to close Malaysia retail banking operations http://bit.ly/TGFd0Z
2013-01-02	Bieber Joins Ex-Addicts Fighting Chase in Prepaid Market. $JPM, $AXP. RT. http://bloomberg.com/news/2013-01-02/bieber-joins-ex-addicts-fighting-chase-in-prepaid-market.html…
2013-01-02	$F just to teach you from my mistakes. I bought $JPM at 46 a few weeks before earnings on oct '08. Worst chase I ever made. $STUDY...
2013-01-02	Still in $bac $f $exas trough cliff as they have held up great now hope they can lead. Have the old man in $appl $ba $de $jpm as of last wk
2013-01-02	$BUY $AAPL $CAT $JPM $3000 each $SPY $7000 $CSX $4500 on breakout, intermediate term trade. Will add more as we see
2013-01-02	Heads Up: $AA Earnings (1/8/13) Less Than a Week Away, Tho The Season Doesn't REALLY Begin Cranking 'Til 1/16 w/ $GS $JPM $EBAY et al...
2013-01-03	Benzinga Market Primer for January 3: http://benzinga.com/analyst-ratings/analyst-color/13/01/3211441/benzinga-market-primer-thursday-january-3… $JPM $MCD $MRO $CCL
2013-01-03	$JPM - is the 11th attempt the charm? http://stks.co/bHIy
