,date,open,high,low,close,volume
0,2010-01-04,22.0,22.1925,21.865,22.035,20.188484
1,2010-01-05,21.825,21.8825,21.5,21.7825,25.838476
2,2010-01-06,21.7525,21.77,21.475,21.49,16.265724
3,2010-01-07,21.4925,21.75,21.3875,21.69,27.849504
4,2010-01-08,21.705,21.8475,21.5575,21.75,11.909368
5,2010-01-11,21.8775,21.985,21.5425,21.6875,12.919232
6,2010-01-12,21.645,21.7625,21.4625,21.585,12.844332
7,2010-01-13,21.615,21.8,21.4875,21.785,13.43304
8,2010-01-14,21.7425,21.8825,21.625,21.86,18.383044
9,2010-01-15,21.87,21.885,21.48,21.535,21.303728
10,2010-01-19,21.5425,22.1025,21.425,21.9625,15.251064
11,2010-01-20,21.92,21.935,21.5775,21.855,12.774328
12,2010-01-21,21.8625,21.975,21.03,21.1125,28.158644
13,2010-01-22,21.0075,21.0963,20.41,20.6825,29.790552
14,2010-01-25,20.85,20.9525,20.3525,20.5075,16.162076
15,2010-01-26,20.3375,20.635,20.2475,20.2875,12.468624
16,2010-01-27,20.22,21.0325,20.1525,20.9775,19.339072
17,2010-01-28,21.09,21.12,20.3525,20.6625,13.076588
18,2010-01-29,20.65,21.245,20.4675,20.5075,19.014188
19,2010-02-01,20.5725,21.1875,20.55,20.915,16.110608
20,2010-02-02,21.065,21.1175,20.875,21.0025,14.44942
21,2010-02-03,21.06,21.1225,20.525,20.88,32.238768
22,2010-02-04,21.3125,21.545,20.7,20.7625,66.529448
23,2010-02-05,20.83,20.965,20.135,20.64,38.70008
24,2010-02-08,20.725,21.095,20.64,20.7625,23.98168
25,2010-02-09,20.9225,21.0328,20.675,20.8175,17.972864
26,2010-02-10,20.8725,20.9775,20.7225,20.91,14.579936
27,2010-02-11,20.9475,21.3025,20.8125,21.285,18.04602
28,2010-02-12,21.125,21.235,20.9125,21.195,22.120992
29,2010-02-16,21.3075,21.485,21.3,21.47,16.0778
30,2010-02-17,21.5025,21.635,21.44,21.605,14.98094
31,2010-02-18,21.5,21.8612,21.5,21.74,15.299148
32,2010-02-19,21.5,21.745,21.3725,21.7025,13.675588
33,2010-02-22,21.7625,21.94,21.7025,21.7275,11.575212
34,2010-02-23,21.755,21.8975,21.515,21.53,19.133488
35,2010-02-24,21.555,21.6525,21.1875,21.4075,16.211924
36,2010-02-25,21.1875,21.36,20.935,21.3075,14.147372
37,2010-02-26,21.395,21.43,21.255,21.32,12.479096
38,2010-03-01,21.375,21.735,21.375,21.705,13.50306
39,2010-03-02,21.705,21.745,21.5625,21.6125,12.907176
40,2010-03-03,21.65,21.8025,21.56,21.7,13.668848
41,2010-03-04,21.75,21.8625,21.5313,21.76,14.579636
42,2010-03-05,21.85,22.14,21.775,22.1275,19.515336
43,2010-03-08,22.1125,22.7325,22.0225,22.6575,31.26702
44,2010-03-09,22.5625,22.9175,22.465,22.5375,36.705836
45,2010-03-10,22.435,22.9525,22.3875,22.88,28.441696
46,2010-03-11,22.7425,23.32,22.7,23.185,55.155024
47,2010-03-12,23.2925,23.4075,23.1625,23.3125,28.653044
48,2010-03-15,23.2175,23.2875,22.78,23.1025,20.746
49,2010-03-16,23.17,23.2275,22.8375,22.9125,19.07416
50,2010-03-17,23.03,23.1025,22.81,22.8775,14.789824
51,2010-03-18,22.875,22.955,22.52,22.5325,18.771668
52,2010-03-19,22.63,22.6875,22.1725,22.21,24.231008
53,2010-03-22,22.0975,22.4375,22.045,22.31,16.681148
54,2010-03-23,22.375,22.575,22.3125,22.495,13.40682
55,2010-03-24,22.4,22.485,22.1475,22.1875,15.615212
56,2010-03-25,22.42,22.945,22.3725,22.6025,20.36896
57,2010-03-26,22.6825,22.8125,22.4125,22.5625,13.54556
58,2010-03-29,22.6425,22.79,22.535,22.56,11.141592
59,2010-03-30,22.6175,22.96,22.585,22.75,16.33602
60,2010-03-31,22.675,23.05,22.63,22.7575,12.512388
61,2010-04-01,22.92,23.145,22.8275,23.1375,17.468244
62,2010-04-05,23.2625,23.3,23.025,23.1175,15.375832
63,2010-04-06,23.0075,23.3325,22.9525,23.1,13.815696
64,2010-04-07,23.125,23.125,22.6575,22.6775,14.753332
65,2010-04-08,22.665,23.02,22.625,22.8725,10.778012
66,2010-04-09,22.985,23.1525,22.9125,23.13,9.57144
67,2010-04-12,23.2625,23.3725,23.1241,23.2975,9.332156
68,2010-04-13,23.3525,23.4475,23.04,23.1975,11.438768
69,2010-04-14,23.29,23.61,23.215,23.565,17.275708
70,2010-04-15,23.5888,23.815,23.4825,23.6125,20.641828
71,2010-04-16,23.52,23.7275,23.2,23.4625,18.79268
72,2010-04-19,23.3,23.545,23.02,23.28,12.5977
73,2010-04-20,23.4125,23.5225,23.125,23.5125,9.094972
74,2010-04-21,23.5875,23.595,23.215,23.2825,11.375988
75,2010-04-22,23.205,23.8,23.115,23.785,14.665992
76,2010-04-23,24.05,24.205,23.8075,24.1475,12.51872
77,2010-04-26,24.2575,24.298,23.885,24.0,18.283852
78,2010-04-27,23.9875,24.0575,23.2225,23.2375,17.89794
79,2010-04-28,23.43,23.515,23.0751,23.4025,20.462044
80,2010-04-29,23.4425,23.65,23.025,23.205,29.42734
81,2010-04-30,23.32,23.3425,22.505,22.5575,25.088032
82,2010-05-03,22.6375,22.8175,22.105,22.3175,31.030136
83,2010-05-04,22.335,22.7375,22.03,22.0925,30.635916
84,2010-05-05,21.69,21.9875,21.0,21.6075,37.205784
85,2010-05-06,21.4625,21.64,18.9775,20.73,63.995124
86,2010-05-07,20.765,21.0425,20.1875,20.5725,45.544172
87,2010-05-10,21.5625,21.8,21.4825,21.4975,35.113232
88,2010-05-11,21.2825,21.3125,20.785,21.04,47.271172
89,2010-05-12,21.26,21.8875,21.1875,21.42,37.141284
90,2010-05-13,21.47,21.995,21.13,21.4325,31.839936
91,2010-05-14,19.6675,19.9725,18.98,19.315,169.9111
92,2010-05-17,19.6925,19.81,18.4175,18.6775,90.639072
93,2010-05-18,18.77,19.0025,17.0725,17.5225,189.353888
94,2010-05-19,17.6775,18.55,17.6775,18.2425,131.668844
95,2010-05-20,18.0,18.855,17.7775,18.205,101.669508
96,2010-05-21,18.0025,19.0,18.0025,18.55,79.650192
97,2010-05-24,18.86,19.05,18.4375,18.6375,41.221016
98,2010-05-25,18.265,18.4625,17.9425,18.2425,45.467
99,2010-05-26,18.535,18.7975,18.34,18.35,44.429104
100,2010-05-27,18.75,18.7975,18.2275,18.4225,39.124688
101,2010-05-28,18.3425,18.375,18.0,18.115,26.60688
102,2010-06-01,18.1225,18.4,17.84,17.8725,25.092296
103,2010-06-02,17.865,17.9675,17.505,17.8125,37.627312
104,2010-06-03,17.9825,18.3025,17.915,18.21,39.151832
105,2010-06-04,17.7625,18.35,17.7625,18.0325,42.149912
106,2010-06-07,18.0,18.445,17.8875,17.9725,30.626092
107,2010-06-08,18.0275,18.3725,17.7725,18.3375,30.51672
108,2010-06-09,18.53,18.87,18.295,18.45,35.59768
109,2010-06-10,18.9075,19.3725,18.75,19.3625,36.2644
110,2010-06-11,19.1275,19.2225,18.8375,19.02,30.18932
111,2010-06-14,19.2375,19.2475,18.425,18.445,37.4704
112,2010-06-15,18.6175,19.24,18.475,19.2325,31.241256
113,2010-06-16,19.045,19.3125,18.9026,19.2925,28.158244
114,2010-06-17,19.4525,19.7825,19.315,19.56,29.146564
115,2010-06-18,19.6275,19.8125,19.065,19.26,29.736572
116,2010-06-21,19.49,20.9475,18.855,20.225,115.88668
117,2010-06-22,20.25,20.25,19.6575,19.69,46.879044
118,2010-06-23,19.74,19.74,19.2025,19.44,27.940952
119,2010-06-24,19.2825,19.49,18.94,19.12,26.282672
120,2010-06-25,19.2575,19.3525,18.9125,19.165,24.133016
121,2010-06-28,19.2475,19.3225,18.7875,18.805,20.528952
122,2010-06-29,18.57,18.6175,17.775,17.8625,39.864988
123,2010-06-30,17.915,18.025,17.6775,17.6875,24.723448
124,2010-07-01,17.75,18.2525,17.5275,18.215,30.36712
125,2010-07-02,18.31,18.4475,18.145,18.295,18.81056
126,2010-07-06,18.4575,18.58,17.9475,18.0675,23.735768
127,2010-07-07,18.17,18.73,18.0375,18.705,20.880664
128,2010-07-08,18.875,18.95,18.51,18.77,16.248848
129,2010-07-09,19.06,19.4,18.905,19.345,22.4919
130,2010-07-12,18.9975,19.3425,18.97,19.1275,15.865236
131,2010-07-13,19.45,19.45,18.8675,19.1475,19.945312
132,2010-07-14,19.1425,19.25,18.9125,19.07,12.826904
133,2010-07-15,19.0975,19.16,18.565,18.82,16.492852
134,2010-07-16,18.4,18.4375,17.8175,17.8625,39.075288
135,2010-07-19,18.0525,18.0625,17.7175,17.805,20.026004
136,2010-07-20,17.6775,18.415,17.625,18.4,19.120348
137,2010-07-21,18.4975,18.5025,17.9825,18.09,15.921744
